account_id,account_number,customer_id,institution_id,branch_id,product_id,open_date,close_date,account_status,currency,credit_limit,original_principal,is_joint_account
3703,ACCT-00003703,1810,2,73,12,2024-03-20,,Open,CAD,,35000,False
3704,ACCT-00003704,1810,4,135,3,2024-03-20,,Frozen,CAD,,,False
3705,ACCT-00003705,1811,3,104,3,2021-06-09,,Open,CAD,,,False
3706,ACCT-00003706,1812,4,156,7,2024-12-19,,Frozen,CAD,3000,,False
3707,ACCT-00003707,1812,5,202,11,2025-04-27,,Open,CAD,,350000,False
3708,ACCT-00003708,1812,1,34,1,2023-11-27,,Open,CAD,,,False
3709,ACCT-00003709,1813,3,116,10,2025-02-06,,Open,CAD,,150000,False
3710,ACCT-00003710,1813,2,61,2,2025-02-06,,Open,CAD,,,False
3711,ACCT-00003711,1814,5,184,15,2025-10-04,,Open,CAD,,,False
3712,ACCT-00003712,1814,4,156,5,2022-11-09,,Open,CAD,,,False
3713,ACCT-00003713,1815,4,144,2,2025-04-07,,Open,CAD,,,False
3714,ACCT-00003714,1815,3,104,8,2022-06-02,,Open,CAD,3000,,True
3715,ACCT-00003715,1816,4,154,6,2025-04-27,,Open,CAD,,,False
3716,ACCT-00003716,1816,6,213,8,2025-04-27,,Open,CAD,2000,,False
3717,ACCT-00003717,1817,5,175,1,2023-04-28,,Open,CAD,,,True
3718,ACCT-00003718,1817,4,168,2,2022-01-14,,Open,CAD,,,False
3719,ACCT-00003719,1817,2,60,3,2025-08-14,2025-12-28,Closed,CAD,,,False
3720,ACCT-00003720,1817,1,17,4,2025-11-24,,Open,USD,,,False
3721,ACCT-00003721,1818,6,217,7,2023-05-13,,Open,CAD,5000,,False
3722,ACCT-00003722,1818,5,181,1,2022-07-15,,Dormant,CAD,,,False
3723,ACCT-00003723,1818,5,193,8,2022-10-07,2024-01-12,Closed,CAD,2000,,False
3724,ACCT-00003724,1819,1,33,1,2020-12-04,,Open,CAD,,,False
3725,ACCT-00003725,1819,5,184,12,2022-01-15,,Open,CAD,,15000,False
3726,ACCT-00003726,1820,5,171,1,2025-06-09,,Open,CAD,,,False
3727,ACCT-00003727,1821,1,7,3,2023-07-01,2023-11-29,Closed,CAD,,,False
3728,ACCT-00003728,1821,1,30,12,2023-07-01,,Open,CAD,,150000,False
3729,ACCT-00003729,1822,3,97,7,2025-08-18,,Open,CAD,1000,,True
3730,ACCT-00003730,1822,5,175,6,2024-09-04,,Open,CAD,,,True
3731,ACCT-00003731,1823,1,21,5,2025-11-03,,Open,CAD,,,False
3732,ACCT-00003732,1823,2,46,1,2024-01-18,,Dormant,CAD,,,False
3733,ACCT-00003733,1823,4,149,2,2024-01-18,,Open,CAD,,,False
3734,ACCT-00003734,1824,1,10,10,2024-05-19,,Open,CAD,,350000,False
3735,ACCT-00003735,1824,1,26,1,2024-07-27,,Open,CAD,,,False
3736,ACCT-00003736,1825,4,162,12,2025-11-07,,Open,CAD,,65000,False
3737,ACCT-00003737,1825,6,223,3,2024-06-19,,Open,CAD,,,True
3738,ACCT-00003738,1826,1,30,3,2024-05-28,,Open,CAD,,,False
3739,ACCT-00003739,1826,2,85,2,2024-05-28,,Open,CAD,,,False
3740,ACCT-00003740,1827,2,84,1,2025-12-11,,Open,CAD,,,False
3741,ACCT-00003741,1827,5,179,3,2024-10-10,,Open,CAD,,,True
3742,ACCT-00003742,1827,2,69,11,2024-01-02,,Open,CAD,,350000,False
3743,ACCT-00003743,1827,4,136,4,2025-02-26,,Open,USD,,,True
3744,ACCT-00003744,1828,5,171,2,2024-01-04,,Open,CAD,,,False
3745,ACCT-00003745,1829,3,128,8,2023-04-30,,Open,CAD,2000,,False
3746,ACCT-00003746,1829,2,86,1,2022-01-12,,Open,CAD,,,False
3747,ACCT-00003747,1829,3,104,6,2025-04-15,,Frozen,CAD,,,False
3748,ACCT-00003748,1830,5,193,3,2025-01-11,,Open,CAD,,,False
3749,ACCT-00003749,1831,5,204,5,2025-04-23,,Open,CAD,,,False
3750,ACCT-00003750,1831,5,196,2,2025-04-23,2025-12-30,Closed,CAD,,,False
3751,ACCT-00003751,1832,2,68,1,2021-03-04,,Open,CAD,,,False
3752,ACCT-00003752,1832,2,65,14,2023-01-03,,Open,CAD,,,False
3753,ACCT-00003753,1833,2,66,5,2025-03-31,,Open,CAD,,,False
3754,ACCT-00003754,1833,1,25,1,2025-03-31,,Open,CAD,,,False
3755,ACCT-00003755,1834,4,144,3,2025-11-25,,Open,CAD,,,False
3756,ACCT-00003756,1834,2,58,14,2025-11-25,,Open,CAD,,,False
3757,ACCT-00003757,1835,2,89,3,2024-01-22,2024-10-13,Closed,CAD,,,False
3758,ACCT-00003758,1835,4,144,8,2024-01-22,,Open,CAD,5000,,False
3759,ACCT-00003759,1835,2,86,2,2024-11-23,,Open,CAD,,,False
3760,ACCT-00003760,1836,3,128,2,2025-04-08,,Open,CAD,,,False
3761,ACCT-00003761,1836,3,114,15,2022-05-13,2022-12-23,Closed,CAD,,,False
3762,ACCT-00003762,1836,2,53,5,2025-01-19,,Open,CAD,,,False
3763,ACCT-00003763,1837,5,175,3,2024-01-12,,Frozen,CAD,,,False
3764,ACCT-00003764,1837,5,178,1,2024-04-06,,Open,CAD,,,False
3765,ACCT-00003765,1838,4,170,13,2024-10-25,,Open,CAD,,150000,False
3766,ACCT-00003766,1838,6,219,3,2023-07-07,,Open,CAD,,,True
3767,ACCT-00003767,1838,6,211,12,2023-07-07,,Open,CAD,,550000,False
3768,ACCT-00003768,1839,4,155,3,2024-08-27,,Open,CAD,,,True
3769,ACCT-00003769,1840,3,116,3,2023-12-31,,Open,CAD,,,False
3770,ACCT-00003770,1840,3,102,9,2023-11-16,,Open,CAD,3000,,False
3771,ACCT-00003771,1840,2,64,8,2025-07-15,,Open,CAD,10000,,False
3772,ACCT-00003772,1841,5,190,2,2024-08-03,,Open,CAD,,,False
3773,ACCT-00003773,1842,5,171,3,2021-03-26,,Open,CAD,,,False
3774,ACCT-00003774,1842,3,100,8,2025-01-05,,Open,CAD,10000,,False
3775,ACCT-00003775,1843,3,100,3,2024-02-05,,Open,CAD,,,True
3776,ACCT-00003776,1843,1,20,7,2022-11-22,,Open,CAD,10000,,False
3777,ACCT-00003777,1844,6,215,10,2023-05-06,,Open,CAD,,350000,False
3778,ACCT-00003778,1844,6,223,15,2025-07-15,,Open,CAD,,,False
3779,ACCT-00003779,1844,3,100,1,2025-07-24,,Open,CAD,,,True
3780,ACCT-00003780,1844,5,183,7,2023-05-06,,Open,CAD,5000,,True
3781,ACCT-00003781,1845,1,20,1,2024-10-20,,Open,CAD,,,False
3782,ACCT-00003782,1846,2,69,1,2024-09-22,,Open,CAD,,,False
3783,ACCT-00003783,1847,4,167,3,2023-08-14,,Open,CAD,,,False
3784,ACCT-00003784,1847,2,88,7,2023-05-16,,Open,CAD,2000,,False
3785,ACCT-00003785,1848,2,71,8,2025-05-28,,Open,CAD,10000,,False
3786,ACCT-00003786,1848,4,132,3,2025-05-28,,Open,CAD,,,False
3787,ACCT-00003787,1849,5,202,2,2021-11-05,,Open,CAD,,,False
3788,ACCT-00003788,1849,4,142,3,2021-11-05,,Open,CAD,,,False
3789,ACCT-00003789,1850,4,141,1,2024-09-10,,Open,CAD,,,False
3790,ACCT-00003790,1851,4,170,3,2022-01-13,,Dormant,CAD,,,False
3791,ACCT-00003791,1852,1,14,13,2025-05-07,,Open,CAD,,65000,False
3792,ACCT-00003792,1852,6,219,3,2025-05-07,,Open,CAD,,,False
3793,ACCT-00003793,1853,2,73,2,2024-01-13,,Open,CAD,,,False
3794,ACCT-00003794,1853,4,151,12,2025-10-02,,Open,CAD,,350000,False
3795,ACCT-00003795,1853,6,217,7,2020-11-27,,Open,CAD,2000,,True
3796,ACCT-00003796,1853,3,97,14,2025-10-07,,Open,CAD,,,False
3797,ACCT-00003797,1854,4,145,4,2022-02-08,,Open,USD,,,False
3798,ACCT-00003798,1854,4,140,12,2022-02-07,,Open,CAD,,35000,False
3799,ACCT-00003799,1854,2,65,7,2022-03-29,,Open,CAD,5000,,True
3800,ACCT-00003800,1855,1,31,1,2022-11-07,,Open,CAD,,,True
3801,ACCT-00003801,1855,3,95,10,2023-05-26,,Open,CAD,,65000,False
3802,ACCT-00003802,1856,2,83,1,2025-09-18,,Open,CAD,,,False
3803,ACCT-00003803,1856,1,26,10,2025-04-07,,Open,CAD,,350000,False
3804,ACCT-00003804,1857,6,225,3,2024-11-18,,Open,CAD,,,False
3805,ACCT-00003805,1857,2,61,12,2024-11-18,,Open,CAD,,25000,False
3806,ACCT-00003806,1857,1,3,7,2024-11-18,,Open,CAD,5000,,False
3807,ACCT-00003807,1858,3,104,3,2020-12-23,,Open,CAD,,,False
3808,ACCT-00003808,1859,1,39,3,2023-04-12,,Frozen,CAD,,,False
3809,ACCT-00003809,1859,2,74,1,2024-11-07,,Open,CAD,,,False
3810,ACCT-00003810,1860,5,192,1,2022-01-04,2022-12-31,Closed,CAD,,,False
3811,ACCT-00003811,1860,5,183,12,2025-09-19,,Open,CAD,,350000,False
3812,ACCT-00003812,1861,4,131,4,2024-10-02,,Open,USD,,,False
3813,ACCT-00003813,1861,5,197,15,2024-10-02,,Open,CAD,,,False
3814,ACCT-00003814,1861,5,186,9,2024-10-02,,Open,CAD,7500,,False
3815,ACCT-00003815,1862,5,197,1,2025-07-19,,Open,CAD,,,False
3816,ACCT-00003816,1862,1,10,3,2024-05-15,,Open,CAD,,,False
3817,ACCT-00003817,1863,2,71,3,2023-11-28,,Open,CAD,,,False
3818,ACCT-00003818,1864,3,95,2,2025-01-06,,Open,CAD,,,False
3819,ACCT-00003819,1865,5,182,3,2022-09-16,,Open,CAD,,,False
3820,ACCT-00003820,1866,2,87,3,2025-05-01,,Open,CAD,,,False
3821,ACCT-00003821,1866,1,8,11,2024-11-30,,Open,CAD,,65000,False
3822,ACCT-00003822,1866,5,208,14,2024-11-30,,Open,CAD,,,False
3823,ACCT-00003823,1866,1,12,6,2024-11-30,,Open,CAD,,,False
3824,ACCT-00003824,1867,6,219,12,2021-09-03,,Open,CAD,,350000,False
3825,ACCT-00003825,1867,4,166,4,2024-03-24,,Open,USD,,,False
3826,ACCT-00003826,1867,5,208,11,2024-08-07,,Open,CAD,,25000,False
3827,ACCT-00003827,1868,4,150,1,2024-07-02,,Open,CAD,,,False
3828,ACCT-00003828,1868,4,136,3,2024-07-02,,Open,CAD,,,False
3829,ACCT-00003829,1868,3,102,9,2024-07-02,,Open,CAD,3000,,False
3830,ACCT-00003830,1869,1,34,12,2022-09-08,,Open,CAD,,25000,False
3831,ACCT-00003831,1869,2,78,2,2024-10-31,,Open,CAD,,,False
3832,ACCT-00003832,1870,5,206,14,2022-03-12,,Open,CAD,,,False
3833,ACCT-00003833,1870,6,217,1,2022-05-24,,Open,CAD,,,False
3834,ACCT-00003834,1871,6,214,3,2024-04-07,,Frozen,CAD,,,False
3835,ACCT-00003835,1871,2,81,14,2024-04-07,,Open,CAD,,,False
3836,ACCT-00003836,1871,3,102,12,2024-04-07,,Open,CAD,,65000,False
3837,ACCT-00003837,1872,4,159,7,2022-10-07,,Dormant,CAD,2000,,False
3838,ACCT-00003838,1872,3,109,3,2023-02-23,,Frozen,CAD,,,False
3839,ACCT-00003839,1873,4,162,10,2024-11-24,,Open,CAD,,150000,False
3840,ACCT-00003840,1873,2,69,5,2024-11-04,,Open,CAD,,,False
3841,ACCT-00003841,1874,2,53,3,2022-01-20,,Dormant,CAD,,,False
3842,ACCT-00003842,1875,4,144,7,2024-10-29,,Open,CAD,2000,,False
3843,ACCT-00003843,1875,6,218,1,2023-05-09,,Open,CAD,,,False
3844,ACCT-00003844,1876,6,218,11,2025-04-29,,Frozen,CAD,,150000,False
3845,ACCT-00003845,1876,5,205,1,2024-11-03,,Open,CAD,,,False
3846,ACCT-00003846,1877,2,46,3,2023-05-31,,Open,CAD,,,False
3847,ACCT-00003847,1877,3,122,14,2023-05-31,2025-10-09,Closed,CAD,,,False
3848,ACCT-00003848,1878,3,122,12,2025-05-21,,Open,CAD,,15000,False
3849,ACCT-00003849,1878,1,36,1,2025-01-22,,Open,CAD,,,False
3850,ACCT-00003850,1878,6,211,7,2024-05-27,,Open,CAD,7500,,False
3851,ACCT-00003851,1879,3,101,3,2023-12-11,,Open,CAD,,,False
3852,ACCT-00003852,1879,3,92,8,2022-01-13,,Open,CAD,10000,,True
3853,ACCT-00003853,1880,4,161,1,2022-10-03,,Open,CAD,,,True
3854,ACCT-00003854,1881,6,218,2,2021-08-05,,Open,CAD,,,False
3855,ACCT-00003855,1882,5,192,2,2023-09-15,,Open,CAD,,,False
3856,ACCT-00003856,1883,6,212,2,2023-01-13,,Open,CAD,,,False
3857,ACCT-00003857,1883,4,165,3,2023-01-13,2025-10-02,Closed,CAD,,,False
3858,ACCT-00003858,1883,5,173,12,2023-01-13,,Open,CAD,,15000,False
3859,ACCT-00003859,1883,1,18,7,2023-01-13,,Open,CAD,15000,,False
3860,ACCT-00003860,1884,4,158,6,2025-04-29,,Open,CAD,,,False
3861,ACCT-00003861,1884,2,47,15,2025-04-29,,Open,CAD,,,False
3862,ACCT-00003862,1884,2,82,7,2025-04-29,,Open,CAD,3000,,False
3863,ACCT-00003863,1884,3,119,3,2025-04-29,,Open,CAD,,,False
3864,ACCT-00003864,1885,3,115,3,2025-05-28,,Open,CAD,,,False
3865,ACCT-00003865,1885,5,191,12,2021-12-01,,Open,CAD,,350000,False
3866,ACCT-00003866,1885,5,205,15,2020-08-12,,Open,CAD,,,False
3867,ACCT-00003867,1885,2,78,5,2024-08-01,,Open,CAD,,,False
3868,ACCT-00003868,1886,3,110,2,2022-12-24,,Open,CAD,,,False
3869,ACCT-00003869,1886,2,84,11,2023-07-25,,Open,CAD,,350000,False
3870,ACCT-00003870,1887,2,90,14,2024-03-19,,Open,CAD,,,True
3871,ACCT-00003871,1887,1,29,1,2025-06-06,,Open,CAD,,,False
3872,ACCT-00003872,1888,5,197,2,2023-12-29,,Open,CAD,,,False
3873,ACCT-00003873,1888,2,81,3,2023-12-29,,Open,CAD,,,False
3874,ACCT-00003874,1889,3,120,7,2024-04-11,,Open,CAD,10000,,False
3875,ACCT-00003875,1889,5,190,3,2023-08-14,,Open,CAD,,,False
3876,ACCT-00003876,1889,2,87,4,2022-11-29,,Open,USD,,,False
3877,ACCT-00003877,1890,1,18,3,2022-02-04,,Open,CAD,,,False
3878,ACCT-00003878,1890,5,182,1,2021-11-24,,Open,CAD,,,False
3879,ACCT-00003879,1891,2,47,2,2025-06-14,,Open,CAD,,,False
3880,ACCT-00003880,1892,1,9,1,2024-04-14,,Open,CAD,,,True
3881,ACCT-00003881,1893,5,174,1,2025-02-05,,Open,CAD,,,False
3882,ACCT-00003882,1894,6,225,3,2023-02-20,,Open,CAD,,,False
3883,ACCT-00003883,1894,3,109,2,2023-02-20,2023-07-26,Closed,CAD,,,False
3884,ACCT-00003884,1895,5,191,3,2025-10-15,,Open,CAD,,,False
3885,ACCT-00003885,1895,6,211,7,2024-11-18,,Open,CAD,10000,,False
3886,ACCT-00003886,1895,1,22,1,2024-11-18,,Open,CAD,,,False
3887,ACCT-00003887,1896,4,162,3,2025-03-30,,Open,CAD,,,True
3888,ACCT-00003888,1896,4,150,7,2025-03-30,,Open,CAD,7500,,False
3889,ACCT-00003889,1896,2,55,10,2025-03-30,,Open,CAD,,15000,False
3890,ACCT-00003890,1897,6,215,13,2025-12-01,,Open,CAD,,25000,False
3891,ACCT-00003891,1897,5,182,1,2025-12-01,,Open,CAD,,,False
3892,ACCT-00003892,1898,5,180,2,2022-07-02,,Open,CAD,,,False
3893,ACCT-00003893,1899,6,213,3,2021-11-12,,Open,CAD,,,False
3894,ACCT-00003894,1899,5,207,6,2023-02-01,,Open,CAD,,,False
3895,ACCT-00003895,1900,4,153,14,2023-11-29,,Open,CAD,,,True
3896,ACCT-00003896,1900,5,196,3,2024-12-16,,Open,CAD,,,False
3897,ACCT-00003897,1901,4,132,10,2024-05-07,,Open,CAD,,35000,False
3898,ACCT-00003898,1901,2,76,1,2020-12-02,,Open,CAD,,,False
3899,ACCT-00003899,1901,2,84,7,2024-02-25,,Open,CAD,1000,,False
3900,ACCT-00003900,1902,2,76,9,2024-07-01,,Open,CAD,10000,,False
3901,ACCT-00003901,1902,4,151,2,2024-07-01,,Open,CAD,,,False
3902,ACCT-00003902,1902,5,177,12,2024-10-21,,Open,CAD,,65000,False
3903,ACCT-00003903,1903,5,199,1,2024-02-22,,Open,CAD,,,False
3904,ACCT-00003904,1904,5,194,3,2023-06-13,,Open,CAD,,,True
3905,ACCT-00003905,1905,3,121,2,2023-09-06,,Open,CAD,,,False
3906,ACCT-00003906,1906,4,132,1,2023-07-28,,Open,CAD,,,False
3907,ACCT-00003907,1907,3,121,1,2024-11-10,,Open,CAD,,,False
3908,ACCT-00003908,1907,2,54,14,2025-10-02,,Open,CAD,,,False
3909,ACCT-00003909,1908,4,133,3,2022-03-12,,Open,CAD,,,False
3910,ACCT-00003910,1909,2,49,1,2023-02-07,,Open,CAD,,,False
3911,ACCT-00003911,1909,3,116,15,2023-02-07,,Open,CAD,,,False
3912,ACCT-00003912,1910,4,137,3,2025-10-10,,Open,CAD,,,False
3913,ACCT-00003913,1910,2,50,8,2025-10-10,,Open,CAD,7500,,False
3914,ACCT-00003914,1910,4,142,7,2025-10-10,,Open,CAD,3000,,False
3915,ACCT-00003915,1911,5,187,3,2025-06-20,,Open,CAD,,,False
3916,ACCT-00003916,1912,3,113,7,2023-03-01,,Open,CAD,5000,,False
3917,ACCT-00003917,1912,2,81,2,2022-03-16,,Open,CAD,,,False
3918,ACCT-00003918,1912,6,222,10,2023-12-19,,Open,CAD,,65000,False
3919,ACCT-00003919,1913,5,183,7,2025-02-06,,Open,CAD,7500,,False
3920,ACCT-00003920,1913,5,184,2,2025-09-16,,Open,CAD,,,False
3921,ACCT-00003921,1913,3,121,1,2025-02-06,2025-09-05,Closed,CAD,,,False
3922,ACCT-00003922,1914,5,186,2,2021-04-10,,Open,CAD,,,False
3923,ACCT-00003923,1914,4,133,13,2025-05-04,,Open,CAD,,25000,False
3924,ACCT-00003924,1915,3,125,2,2022-12-24,,Open,CAD,,,False
3925,ACCT-00003925,1915,1,8,3,2022-12-24,,Open,CAD,,,False
3926,ACCT-00003926,1915,1,28,7,2022-12-24,,Open,CAD,15000,,False
3927,ACCT-00003927,1915,4,136,8,2022-12-24,,Open,CAD,3000,,False
3928,ACCT-00003928,1916,5,174,1,2025-05-11,,Open,CAD,,,False
3929,ACCT-00003929,1917,1,8,12,2025-02-03,,Open,CAD,,15000,False
3930,ACCT-00003930,1917,2,73,3,2021-03-27,,Open,CAD,,,True
3931,ACCT-00003931,1918,1,38,2,2025-11-16,,Open,CAD,,,False
3932,ACCT-00003932,1919,4,170,8,2025-05-28,,Open,CAD,3000,,False
3933,ACCT-00003933,1919,5,181,3,2023-07-03,,Dormant,CAD,,,False
3934,ACCT-00003934,1919,2,90,14,2023-07-03,,Open,CAD,,,False
3935,ACCT-00003935,1920,3,128,1,2023-03-04,,Open,CAD,,,False
3936,ACCT-00003936,1921,3,107,5,2023-12-14,,Open,CAD,,,False
3937,ACCT-00003937,1921,1,22,10,2022-10-05,,Open,CAD,,550000,False
3938,ACCT-00003938,1922,2,68,1,2025-10-29,,Open,CAD,,,False
3939,ACCT-00003939,1922,4,158,9,2025-10-29,,Open,CAD,1000,,False
3940,ACCT-00003940,1923,3,108,7,2025-08-31,,Open,CAD,7500,,False
3941,ACCT-00003941,1923,4,162,3,2025-07-06,,Open,CAD,,,False
3942,ACCT-00003942,1923,3,91,2,2025-07-06,,Open,CAD,,,False
3943,ACCT-00003943,1923,2,77,12,2025-07-06,,Open,CAD,,350000,False
3944,ACCT-00003944,1924,4,159,3,2023-10-06,,Open,CAD,,,False
3945,ACCT-00003945,1925,5,179,7,2021-05-03,,Open,CAD,5000,,False
3946,ACCT-00003946,1925,3,99,3,2022-11-05,,Open,CAD,,,False
3947,ACCT-00003947,1926,4,150,6,2025-11-22,,Open,CAD,,,False
3948,ACCT-00003948,1927,6,213,3,2024-08-31,,Open,CAD,,,False
3949,ACCT-00003949,1927,5,185,14,2024-08-31,,Open,CAD,,,False
3950,ACCT-00003950,1928,2,76,2,2022-09-11,,Open,CAD,,,False
3951,ACCT-00003951,1929,3,96,10,2023-02-08,,Open,CAD,,150000,False
3952,ACCT-00003952,1929,5,174,3,2024-01-24,,Dormant,CAD,,,False
3953,ACCT-00003953,1930,1,25,9,2024-04-30,,Open,CAD,2000,,False
3954,ACCT-00003954,1930,6,226,2,2024-04-30,,Open,CAD,,,False
3955,ACCT-00003955,1931,2,82,2,2024-09-28,,Open,CAD,,,False
3956,ACCT-00003956,1932,5,184,2,2025-10-08,,Open,CAD,,,False
3957,ACCT-00003957,1933,4,133,12,2024-03-13,,Open,CAD,,350000,False
3958,ACCT-00003958,1933,3,121,13,2024-03-13,,Open,CAD,,15000,False
3959,ACCT-00003959,1933,1,22,1,2024-03-13,,Open,CAD,,,True
3960,ACCT-00003960,1934,4,161,7,2020-09-29,,Open,CAD,15000,,False
3961,ACCT-00003961,1934,1,13,1,2022-03-26,,Open,CAD,,,False
3962,ACCT-00003962,1935,5,206,2,2025-11-14,,Open,CAD,,,False
3963,ACCT-00003963,1935,1,3,7,2021-12-05,,Open,CAD,10000,,False
3964,ACCT-00003964,1936,6,218,3,2020-09-03,,Open,CAD,,,True
3965,ACCT-00003965,1936,5,195,1,2021-01-13,,Open,CAD,,,False
3966,ACCT-00003966,1937,1,14,7,2024-10-24,,Open,CAD,3000,,False
3967,ACCT-00003967,1937,2,84,1,2020-12-13,2022-02-18,Closed,CAD,,,False
3968,ACCT-00003968,1938,3,97,7,2022-02-15,,Open,CAD,5000,,False
3969,ACCT-00003969,1938,1,14,3,2022-02-15,,Open,CAD,,,False
3970,ACCT-00003970,1939,5,206,1,2023-12-25,,Open,CAD,,,False
3971,ACCT-00003971,1940,1,45,9,2022-01-13,,Dormant,CAD,5000,,False
3972,ACCT-00003972,1940,1,26,3,2021-12-22,,Open,CAD,,,False
3973,ACCT-00003973,1941,1,16,1,2022-05-26,,Open,CAD,,,False
3974,ACCT-00003974,1942,1,36,3,2022-09-20,,Open,CAD,,,False
3975,ACCT-00003975,1943,6,211,9,2022-05-06,,Open,CAD,3000,,False
3976,ACCT-00003976,1943,1,33,2,2023-04-05,,Open,CAD,,,False
3977,ACCT-00003977,1944,1,33,3,2023-08-04,,Open,CAD,,,False
3978,ACCT-00003978,1944,2,80,11,2022-10-22,,Open,CAD,,350000,False
3979,ACCT-00003979,1944,1,45,9,2021-10-03,,Open,CAD,2000,,False
3980,ACCT-00003980,1945,1,2,3,2025-08-30,,Open,CAD,,,False
3981,ACCT-00003981,1946,5,193,1,2024-12-27,,Open,CAD,,,False
3982,ACCT-00003982,1946,4,137,3,2024-12-27,,Dormant,CAD,,,False
3983,ACCT-00003983,1946,5,185,7,2024-12-27,,Open,CAD,15000,,True
3984,ACCT-00003984,1946,2,48,5,2024-12-27,,Open,CAD,,,False
3985,ACCT-00003985,1947,6,225,8,2020-05-28,,Open,CAD,5000,,False
3986,ACCT-00003986,1947,6,211,1,2024-01-23,,Open,CAD,,,False
3987,ACCT-00003987,1948,1,37,3,2022-12-23,,Frozen,CAD,,,False
3988,ACCT-00003988,1949,1,29,12,2024-01-05,,Open,CAD,,15000,False
3989,ACCT-00003989,1949,3,122,1,2024-01-05,,Open,CAD,,,False
3990,ACCT-00003990,1950,1,1,1,2025-01-24,,Open,CAD,,,False
3991,ACCT-00003991,1951,1,6,6,2022-09-24,,Open,CAD,,,False
3992,ACCT-00003992,1952,4,137,3,2022-09-13,,Open,CAD,,,False
3993,ACCT-00003993,1952,1,3,1,2024-03-13,,Open,CAD,,,False
3994,ACCT-00003994,1952,2,60,15,2022-06-16,,Frozen,CAD,,,False
3995,ACCT-00003995,1952,2,54,7,2024-10-03,,Open,CAD,10000,,False
3996,ACCT-00003996,1953,6,209,3,2025-11-05,,Open,CAD,,,False
3997,ACCT-00003997,1953,5,178,7,2024-02-25,,Open,CAD,3000,,False
3998,ACCT-00003998,1954,5,202,2,2025-06-23,,Open,CAD,,,False
3999,ACCT-00003999,1954,2,90,6,2023-11-06,,Open,CAD,,,True
4000,ACCT-00004000,1954,1,22,9,2023-11-06,,Open,CAD,3000,,False
4001,ACCT-00004001,1955,3,101,1,2024-11-12,,Open,CAD,,,False
4002,ACCT-00004002,1956,5,186,5,2025-05-18,,Open,CAD,,,True
4003,ACCT-00004003,1956,1,39,3,2020-11-09,,Open,CAD,,,False
4004,ACCT-00004004,1956,2,68,7,2023-01-07,,Frozen,CAD,3000,,False
4005,ACCT-00004005,1957,4,164,1,2022-03-27,,Open,CAD,,,False
4006,ACCT-00004006,1958,1,11,1,2025-10-09,,Open,CAD,,,False
4007,ACCT-00004007,1959,4,143,2,2023-12-26,,Open,CAD,,,True
4008,ACCT-00004008,1960,1,1,3,2025-09-20,,Open,CAD,,,False
4009,ACCT-00004009,1960,2,68,7,2025-09-20,,Open,CAD,5000,,False
4010,ACCT-00004010,1961,2,75,2,2025-07-09,,Open,CAD,,,False
4011,ACCT-00004011,1961,1,3,3,2024-11-07,,Open,CAD,,,False
4012,ACCT-00004012,1961,1,38,7,2025-04-23,,Open,CAD,2000,,False
4013,ACCT-00004013,1962,3,119,1,2025-02-18,,Open,CAD,,,False
4014,ACCT-00004014,1962,3,116,3,2022-10-13,,Open,CAD,,,False
4015,ACCT-00004015,1963,1,30,1,2024-09-28,,Open,CAD,,,False
4016,ACCT-00004016,1963,2,90,11,2024-02-23,,Open,CAD,,15000,False
4017,ACCT-00004017,1964,2,78,12,2022-10-08,,Open,CAD,,15000,False
4018,ACCT-00004018,1964,1,5,15,2022-10-08,,Open,CAD,,,False
4019,ACCT-00004019,1964,4,149,2,2024-11-04,,Open,CAD,,,False
4020,ACCT-00004020,1965,4,138,12,2024-02-28,2025-02-24,Closed,CAD,,350000,False
4021,ACCT-00004021,1965,6,220,3,2024-02-28,,Open,CAD,,,False
4022,ACCT-00004022,1965,3,96,7,2024-02-28,,Open,CAD,5000,,False
4023,ACCT-00004023,1965,5,185,1,2025-04-21,,Open,CAD,,,False
4024,ACCT-00004024,1966,5,174,3,2024-06-30,,Open,CAD,,,False
4025,ACCT-00004025,1966,1,27,12,2024-06-30,,Open,CAD,,25000,True
4026,ACCT-00004026,1967,2,61,15,2021-09-12,,Open,CAD,,,False
4027,ACCT-00004027,1967,4,145,3,2021-08-17,,Open,CAD,,,False
4028,ACCT-00004028,1968,5,197,7,2024-09-13,,Open,CAD,15000,,False
4029,ACCT-00004029,1968,4,151,2,2024-09-13,,Open,CAD,,,False
4030,ACCT-00004030,1968,1,42,1,2024-09-13,2025-12-21,Closed,CAD,,,False
4031,ACCT-00004031,1969,5,202,2,2025-11-13,,Open,CAD,,,True
4032,ACCT-00004032,1970,2,85,13,2025-04-05,,Open,CAD,,25000,False
4033,ACCT-00004033,1970,4,136,3,2021-09-13,,Open,CAD,,,False
4034,ACCT-00004034,1971,1,22,7,2022-07-31,,Open,CAD,20000,,False
4035,ACCT-00004035,1971,6,226,1,2022-07-31,,Open,CAD,,,False
4036,ACCT-00004036,1972,3,106,2,2022-03-01,,Open,CAD,,,False
4037,ACCT-00004037,1973,5,203,4,2025-09-13,,Open,USD,,,False
4038,ACCT-00004038,1973,4,155,3,2023-05-02,,Open,CAD,,,False
4039,ACCT-00004039,1974,1,14,1,2025-06-11,,Open,CAD,,,False
4040,ACCT-00004040,1974,4,137,3,2025-06-11,,Open,CAD,,,False
4041,ACCT-00004041,1975,3,108,8,2022-10-26,,Open,CAD,3000,,False
